,user_name,teks
246,jan011110,RT @daggerbaileys: Orang2 yang nyalah2in supporter rusuh ini masih pada ga sadar apa kalo 187an orang yang meninggal tu bukan karena bentro…
247,GajahNata,"RT @dede_dedot96: @ikhwan_AP Serusuh rusuh nya dilapangan silahkan selesaikan dilapangan, tempatnya luas..mau lu pukulin, tendangin, tembak…"
248,nurdinsaepudin4,"@detikcom Mengapa yg rusuh D lapangan yg D tembakan gas air mata D tribunn... ?? 
#ygsayasimaksisepertiitu"
249,kulitkulup99,@23fafc86f9de447 @ferizandra @CNNIndonesia Udh jelas fatalnya di gas air mata. Orang pada buta apa goblok dah itu 180an org mati gara2 gas. Mau rusuh jungkir balik klo g  ada gasnya ya g sebanyak ini. Udh tau liga yang panas pasti chance rusuhnya tinggi masa g ada bayangan. Penangannya ae goblok. Kayak bary rusuh 1x aja.
250,Bonavenka,"RT @dede_dedot96: @ikhwan_AP Serusuh rusuh nya dilapangan silahkan selesaikan dilapangan, tempatnya luas..mau lu pukulin, tendangin, tembak…"
251,kuroimugen,"RT @ellamoiselle: @CNNIndonesia Bela diri dari apa?
Itu suporter yg turun ke lapangan, emang mereka bawa senjata yg bahaya? Paling juga rus…"
252,SinaSin02980281,"RT @Im00568047: Indikator :
✅ bukan rusuh antar supporter tpi antara supporter dg aparat keamanan. 
✅ gas air mata ditembakkan ke semua ara…"
253,cuk_ayok,"@Senjaadry @liverpoollgnt @Box2BoxBola Terus nek mbok pikir karo logika mas. Jarene polisi melanggar aturan FIFA mergo nganggo gas air mata, tapi apakah supporter turun lapangan ga nglanggar juga? Bisa jadi, pemukulan dilapangan, iku salah paham polisi, dikiro supporter sing mudhun lapangan niat rusuh."
254,Deterge22496845,@ttphahahihi @hikmatdarmawan Apa iya satu-satunya cara nanganin suporter rusuh harus pake gas air mata? Segampang itu mikirnya soal nyawa? G punya cara agar jangan sampai terjadi tewas massal?
255,JohnMarcoJohn_,"@wyudst @sasah2685 @muazzam1011 @pandji Mas kalau supporter nya ga rusuh ga brutal ga anarkis ga masuk ke lapangan stlh pertandingan selesai ga akan ada gas air mata 
Bijaklah jd supporter
Belajar menerima kekalahan dg bijak n dewasa
Jgn kalah lgsg turun serbu lapangan"
256,Deterge22496845,"@susipudjiastuti Mungkin aparat salah paham fungsi gas air mata, dikira suporter yg kena cuma merasa gatel-gatel doang. Suporter yg rusuh jadi kondusif karena sibuk garuk-garuk &amp; kegelian. 
G gitu pak, ada kondisi tertentu dampak gas air mata bisa mematikan. Tau kan?"
257,Fery_Keboet,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
258,kicikbear,"@pandji Udah paling bener itu gak usah ada score, kasih aja 22 bola ke 2 tim biar gak rebutan, lari lari aja 90menit udah gitu udah deh ke 2 tim dinyatakan menang. Biar gak rusuh, gak ada serangan gas air mata"
259,heri1618,"RT @dede_dedot96: @ikhwan_AP Serusuh rusuh nya dilapangan silahkan selesaikan dilapangan, tempatnya luas..mau lu pukulin, tendangin, tembak…"
260,iyagasiwoi,"@tekigam @giginpraginanto setuju sama pendapat lo yg ini. tapi makin ke bawah makin jelek argumen lo. suporter emang rusuh, tapi bukan artinya aparat memukul mundur dengan cara menembakkan gas air mata sebanyak itu ke tribun. banyak korban yang tidak bersalah disana."
261,Pebriandrian1,"Aremania hanyalah supporter bola.
Bahkan jika rusuh pun (Walau salah) tidak sepantasnya Aremania di pukuli, di tembak gas air mata, di tendang. Jika berkaca ke kejadian lain, mungkin para koruptor dan Fs lebih layak dilakukan seperti itu."
262,Mr_Ladusingh,"RT @dede_dedot96: @ikhwan_AP Serusuh rusuh nya dilapangan silahkan selesaikan dilapangan, tempatnya luas..mau lu pukulin, tendangin, tembak…"
263,bahru_42,@hsnmtlh01 @naynaynaykan @IndriNg8 Yg jelas korban adalah pihak yang tidak bersalah. Dalam kasus ini ada 3 pihak yg wajib di tindak. 1. Oknum Aremania yg bikin rusuh. 2. Polisi yg pakai gas air mata. 3. Pihak peyelenggara.
264,mhazzrzky,"@NyiMasRuminah @liquiidcocaine @pandji yang rusuh itu yang masuk lapangan, ngapa yang damai di tribun ditembakin gas air mata? tau nggak justru banyak korban berjatuhan itu orang2 damai yang di tribun lari berdesakan ke arah pintu ke luar tapi ternyata dikunci? bacanya pelan2 ya baru jawab"
265,paratuka,"@Ramabayusutan @chadh_pung @ChenHo22343497 @Akuikusopomas @bimafebri02 @pablohunco @rozie_achmad @registaco dari 90 pertandingan musim ini, kapan saja polisi tolol itu menembakkan gas air mata? kalo gak ada hubungannya harus pernah kejadian juga dong tanpa rusuh tiba2 polisi menunjukkan ketololan yg sama.

kemudian apakah anda bisa memastikan bahwa yg meninggal itu adalah suporter (1)"
266,NyiMasRuminah,"@liquiidcocaine @pandji Kejadian di Kanjuruhan dimulai oleh supporter yg tdk taat aturan, rusuh ke lapangan, dihalau gas air mata, kemudian panik, mencoba keluar ternyata pintu ditutup.  Terjebak dan akhirnya terinjak2 supporter aremania sendiri.  Semua salah, semua harus minta maaf kpd rakyat Indonesia"
267,kamumaubiskuit,"@thesiswadi @AremaniaCulture Suporter rusuh sudah mendarah daging di indo dari dulu, tapi gak banyak makan korban,  tragedi yg kemaren? Banyak makan korban karena penggunaan gas air mata didalam stadion"
268,Hendras_33,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
269,mr_gjong,"@s_selmira @juangfuture @CNNIndonesia @fauzanalrasyid Tapi tetap akan terjadi jatuhnya korban karena budaya rusuh supporter, lu mungkin baru lahir hari ini gak tau budaya rusuh supporter udh makan korban berkali-kali dan itu tanpa keterlibatan gas air mata, masalah begini akar masalahnya ada di tubuh suporter itu sendiri"
270,Blpg_Firm,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
271,Muhamma32119268,"@wulandari_erian @_RiuRizkiUtomo @NasDem Ya kalau ini kita anak2 bonek tahu banget itu, cuma masalah suporter rusuh ini lho, banyak penggila bola terdestraksi ke kesalahan aparat dan gas air mata, keberadaan hooligans diantara suporter ""baik"" kayak sengaja dikaburkan"
272,NoryckP,"@tel_eben @menakdobol @DonkLentera @giginpraginanto Lah terus tuh polisi ngapain pake gas air mata? Rusuh kaga, polisi malah yang bikin rusuh jadi penonton panik seakan kayak tawuran padahal kaga"
273,yenniaryani410,"RT @Amin_Hammers: perlu digaris bawahi, korban kebanyakan terkena gas air mata dari polis dan berdesak-desakan menuju pintu keluar stadion,…"
274,tomy_sina,"@UmarHasibuann_ Supporter yang anarkis dan rusuh, mengakibatkan kerusuhan yg akibatnya merugikan mereka yg tidak rusuh, pangkal akar permasalahannya ya supporter Arema yang tidak legowo, di sisi lain polisi juga ngawur menggunakan gas air mata. Tersangkanya adlh supporter Arema yg rusuh &amp; polisi"
275,aris_kriswanto,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
276,aref_nh,"RT @dede_dedot96: @ikhwan_AP Serusuh rusuh nya dilapangan silahkan selesaikan dilapangan, tempatnya luas..mau lu pukulin, tendangin, tembak…"
277,cocainexnite,@AremaniaCulture Itu udh ada yg diluar lapangan loh mereka rusuh ngalangin persby yg mau lewat + ngerusak baliho dll. Itu kayaknya alasan knp gatenya disetting di kunci dlu krn bigmatch dan biar tim psby keluar dulu. tp polisi di dlm emg gila nembakin gas air mata ke supporter yg di tribun.
278,SkinOed,"@marufins @detikcom Masalahnya.. Yg dianggap rusuh dan kewalahan itu di lapangan bolanya, kenapa gas air mata kearah tribun penonton..
Dan masalah selanjutnya.. Juklak dan juknis pertandingan harusnya sudah dipahami dan dikuasai teknisnya oleh panpel dan dikoordinasikan dg semua elemen pertandingan."
279,rahmad_army,"@AbimanyuHanifah @unknown_usn tersangkanya 1. Aremania yang Rusuh
2. polisi yang nembak gas air mata 
3. Panpel
enak aja Aremania mau main aman."
280,achmad9909,"@kang___L Kenapa pake ALL ya karena mereka dalam bertindak juga pake ALL. 

Liat pas kerusuhan kemarin, di atas tribun ditembak gas air mata padahal gak rusuh dan banyak anak2 pula.. 

Sama aja orang yang gak suka bola karena rusuh pas menilai semua suporter bola rusuh.. Padahal kan gak."
281,myusrilalfahmi,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
282,untacrispy,"RT @ajiepratamaa: @registaco @CNNIndonesia Mungkin harusnya, yg di urai dan ada tembakan gas air mata oknum rusuh yg diluar stadion. Karna…"
283,Buatmaenaja1,"RT @dede_dedot96: @ikhwan_AP Serusuh rusuh nya dilapangan silahkan selesaikan dilapangan, tempatnya luas..mau lu pukulin, tendangin, tembak…"
284,sebutsajatong,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
285,IiiYendrawati,"@SiaranBolaLive Kesalahan selalu terjadi , bahkan terlalu banyak salah ketimbang betul, rusuh , gaduh atau bikin onar ya amankan dan di tertibkan lah . Jgn main pukul,tendang sampai gas air mata bicara emang nya binatang."
286,SiKebongce,"@pumabangkit @NananSupriatna1 @mbaupeh mungkin polisi liat ada potensi rusuh, toh tujuannya adalah membubarkan. pertandingan udah selesai, silahkan pulang. klo yg dibawah kan ga perlu pake gas air mata, udah digebuk2in langsung.

yg meninggal kebanyakan di tribun apa kejepit dan habis napas di gate yg ketutup?"
287,blxxminggvrl,"Gua tuh takutnya tragedi kanjuruhan itu buat ngalihin isu. Masa iya tiba tiba out of nowhere ada yang rusuh malah dilemparin gas air mata, bukannya dilerai + tertibkan malah dilempar gas air mata.."
288,Bambang131415,"@juangfuture @CNNIndonesia @fauzanalrasyid Supporter rusuh paling di dalam lapangannya aja BLOK. INI KENAPA GAS AIR MATANYA SAMPE DITEMBAKIN KE ATAS TRIBUN? PAHAM LUU BLOK? 
TRUS SEANDAINYA POLISI TAAT ATURAN JUGA GAK NEMBAK GAS AIR MATA, GAK BAKAL TERJADI JUGA SAMPE SEGITUNYA."
289,RindiAn42455774,"RT @palaluy: @Dwi1975 @MariBroTweet @nggabenjoy Pitch invasi tuh banyak case nya, yg terdekat dan paling relevan bbrp minggu lalu, suporter…"
290,dianfikry16,"RT @bayo3103: Rusuh massal antara supporter dg aparat pengaman, bukan antar supporter tim, adalah hal yg tdk lazim terjadi. Dan perlakuan b…"
291,timmymalachi,@khaniv13 baru dapat jawaban kemarin ini katanya keburu rusuh di luar nyerang tim lawan makanya dikunci di dalam tapi polisi keburu nembak gas air mata
292,rataptarap,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
293,Anangk_,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
294,7apdilah,"RT @Chusnuddin99: Tangkap Yuli Sumpil &amp; Suporter yg rusuh sblm gas air mata dikeluarkan. termasuk yg menyerang tim @persebayaupdate
Hukum A…"
295,tahumangatusan,"RT @dede_dedot96: @ikhwan_AP Serusuh rusuh nya dilapangan silahkan selesaikan dilapangan, tempatnya luas..mau lu pukulin, tendangin, tembak…"
296,Muhamma32119268,"@wulandari_erian @_RiuRizkiUtomo Kesalahan di Kanjuruhan adalah gas air mata ditembak ke tribun dan terlalu banyak, itu yang menyebabkan korban banyak berjatuhan, beda kalau hanya di lapangan, sudah gitu antar suporter kayak kurang mengingatkan, gak kompak, sehingga yang rusuh bisa leluasa"
297,pumabangkit,@SiKebongce @NananSupriatna1 @mbaupeh Di tribun yg ditembakin gas air mata rusuh?
298,monyet_billy,"RT @ellamoiselle: @CNNIndonesia Bela diri dari apa?
Itu suporter yg turun ke lapangan, emang mereka bawa senjata yg bahaya? Paling juga rus…"
299,RidhaArdan2,"@beenthattan @bbbbaall Misal supporter rusuh, trus polisi ga nembakin gas air mata. Uda biarin aja rusuh di lapangan kerusakan juga di tanggung manajemen. Toh pemain persebaya jg uda di evakuasi. Pemain arema di locker room. Apa yang akan terjadi????"
